Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
27,Female,Mumbai,Student,50001-80000,1-2,"Deliveroo, Talabat",4,3,3,No,Vegetarian,Yes,"Sustainability, Ethical sourcing, Fresh food",Sometimes,250-500,400-600,Combo deals,No,NA,5,Yes,Yes,3,4
31,Female,Chennai,Student,50001-80000,1-2,"Deliveroo, Swiggy",4,5,4,Yes,No preference,Yes,"Ethical sourcing, Discounts, Fast delivery",Rarely,250-500,801-1000,Cashback,Yes,Poor Customer Service,4,Maybe,Yes,3,2
30,Female,Bangalore,Currently Unemployed,20000-50000,<1,Uber Eats,3,5,3,Yes,Other,Yes,"Ethical sourcing, Discounts, Sustainability",Rarely,250-500,<400,Combo deals,No,NA,4,Yes,Yes,4,4
30,Prefer not to say,Kolkata,Student,20000-50000,3-5,Uber Eats,4,4,4,Yes,Keto,No,"Discounts, Ethical sourcing, Fast delivery",Sometimes,501-800,<400,Combo deals,No,NA,2,Yes,No,5,2
26,Female,Kolkata,Employed - Part Time,50001-80000,<1,"Zomato, Others",3,5,3,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Sustainability",Often,501-800,400-600,Loyalty points,No,NA,4,Yes,Yes,2,3
30,Male,Kolkata,Self-employed,<20000,3-5,"Others, Swiggy, Uber Eats",3,5,3,No,Keto,Yes,"Combo offers, Ethical sourcing, Discounts",Sometimes,<250,400-600,Cashback,Yes,Poor Food Quality,5,Yes,No,4,2
32,Female,Chennai,Employed - Part Time,50001-80000,<1,Others,2,5,5,Yes,Vegetarian,Yes,"Fast delivery, Discounts, Ethical sourcing",Sometimes,250-500,801-1000,Cashback,No,NA,4,Yes,No,1,5
37,Male,Kolkata,Self-employed,20000-50000,<1,"Talabat, Swiggy, Uber Eats",3,5,2,Yes,Vegetarian,Yes,"Combo offers, Ethical sourcing, Discounts",Rarely,801-1200,400-600,Free delivery,Yes,High Cost,4,Yes,No,1,4
34,Female,Hyderabad,Employed - Full Time,<20000,1-2,"Uber Eats, Others",3,5,3,Yes,No preference,Yes,"Fresh food, Sustainability, Ethical sourcing",Sometimes,<250,400-600,Combo deals,No,NA,3,Yes,Yes,2,5
40,Male,Bangalore,Homemaker,<20000,3-5,"Talabat, Uber Eats",4,5,4,Yes,Vegan,Yes,"Combo offers, Discounts, Fresh food",Sometimes,250-500,400-600,Cashback,Yes,Other,3,Yes,Yes,5,5
26,Female,Kolkata,Self-employed,<20000,<1,"Swiggy, Uber Eats, Zomato",4,3,2,Yes,Vegetarian,No,"Sustainability, Fresh food, Combo offers",Often,501-800,400-600,Free delivery,Yes,Delayed Delivery,5,Yes,Yes,3,5
34,Female,Delhi,Student,50001-80000,1-2,"Deliveroo, Others",5,3,3,Yes,No preference,Yes,"Fast delivery, Ethical sourcing, Discounts",Rarely,501-800,801-1000,Cashback,No,NA,3,Yes,Yes,2,4
30,Female,Chennai,Employed - Part Time,20000-50000,1-2,"Swiggy, Zomato",2,3,4,Yes,Vegan,Yes,"Fresh food, Ethical sourcing, Sustainability",Sometimes,<250,400-600,Combo deals,Yes,Poor Food Quality,4,Maybe,No,2,5
40,Female,Hyderabad,Employed - Full Time,>120000,<1,"Talabat, Deliveroo, Swiggy",2,5,3,Yes,Vegan,Yes,"Discounts, Sustainability, Combo offers",Sometimes,250-500,400-600,Free delivery,No,NA,4,Yes,Yes,5,3
25,Male,Delhi,Student,50001-80000,<1,Deliveroo,1,5,3,Yes,Vegetarian,Yes,"Combo offers, Discounts, Sustainability",Sometimes,250-500,601-800,Cashback,Yes,Other,5,Yes,No,3,2
25,Male,Delhi,Employed - Full Time,<20000,3-5,"Talabat, Uber Eats, Swiggy",2,5,3,Yes,No preference,No,"Sustainability, Fast delivery, Ethical sourcing",Often,>1200,400-600,Loyalty points,Yes,Other,2,Yes,No,3,5
27,Male,Delhi,Homemaker,50001-80000,1-2,"Deliveroo, Zomato, Talabat",4,3,4,Yes,No preference,Yes,"Combo offers, Fast delivery, Ethical sourcing",Rarely,<250,601-800,Cashback,No,NA,2,Yes,Yes,4,1
19,Male,Delhi,Retired,80001-120000,<1,"Others, Uber Eats, Zomato",4,5,4,No,Vegan,Yes,"Fresh food, Sustainability, Discounts",Rarely,>1200,<400,Combo deals,Yes,High Cost,4,No,Yes,3,5
27,Female,Bangalore,Employed - Part Time,50001-80000,3-5,Talabat,4,5,4,Yes,Gluten-free,Yes,"Fresh food, Discounts, Combo offers",Sometimes,250-500,<400,Loyalty points,Yes,Poor Customer Service,4,Yes,Yes,2,4
26,Male,Kolkata,Currently Unemployed,<20000,>5,Uber Eats,3,5,1,Yes,Vegetarian,Yes,"Ethical sourcing, Combo offers, Sustainability",Sometimes,250-500,>1000,Cashback,No,NA,1,Yes,Yes,3,4
30,Other,Pune,Employed - Part Time,80001-120000,1-2,"Others, Zomato",3,5,4,Yes,No preference,Yes,"Discounts, Combo offers, Fast delivery",Rarely,250-500,601-800,Cashback,No,NA,5,Yes,Yes,5,2
31,Female,Bangalore,Homemaker,50001-80000,1-2,"Deliveroo, Zomato",4,5,5,Yes,No preference,Yes,"Discounts, Fast delivery, Fresh food",Sometimes,501-800,400-600,Free delivery,No,NA,4,No,No,5,4
39,Female,Bangalore,Employed - Part Time,20000-50000,3-5,"Deliveroo, Uber Eats, Others",2,5,3,Yes,No preference,Yes,"Discounts, Fast delivery, Combo offers",Sometimes,250-500,400-600,Combo deals,Yes,Poor Food Quality,3,Maybe,Yes,1,4
34,Male,Hyderabad,Currently Unemployed,<20000,>5,"Uber Eats, Zomato, Swiggy",4,5,4,No,Keto,Yes,"Combo offers, Fresh food, Discounts",Often,250-500,801-1000,Cashback,Yes,Poor Food Quality,3,Yes,Yes,2,4
27,Female,Hyderabad,Self-employed,50001-80000,3-5,"Others, Deliveroo",5,5,4,No,Other,No,"Sustainability, Ethical sourcing, Discounts",Rarely,801-1200,<400,Cashback,No,NA,5,Yes,Yes,2,4
25,Female,Kolkata,Employed - Full Time,20000-50000,1-2,Talabat,3,4,5,Yes,Other,Yes,"Sustainability, Fast delivery, Discounts",Often,>1200,<400,Cashback,No,NA,3,Yes,Yes,3,2
32,Female,Pune,Currently Unemployed,80001-120000,1-2,"Deliveroo, Zomato, Uber Eats",4,3,5,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Combo offers",Rarely,250-500,400-600,Combo deals,Yes,Delayed Delivery,3,No,Yes,4,3
23,Female,Hyderabad,Student,20000-50000,3-5,"Deliveroo, Swiggy",4,5,2,Yes,No preference,Yes,"Discounts, Combo offers, Fresh food",Rarely,<250,<400,Loyalty points,No,NA,3,Yes,Yes,2,3
39,Female,Kolkata,Homemaker,80001-120000,<1,Swiggy,2,3,3,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Ethical sourcing",Rarely,501-800,<400,Combo deals,Yes,High Cost,4,Yes,Yes,4,1
35,Male,Kolkata,Self-employed,50001-80000,1-2,Uber Eats,4,5,3,No,Vegetarian,Yes,"Combo offers, Discounts, Ethical sourcing",Often,501-800,801-1000,Free delivery,Yes,Other,5,Yes,Yes,4,1
27,Female,Mumbai,Student,20000-50000,3-5,Talabat,3,4,3,Yes,Vegan,No,"Combo offers, Fresh food, Fast delivery",Rarely,<250,<400,Free delivery,Yes,Limited Food Choices,3,Yes,Yes,4,3
21,Male,Pune,Student,<20000,1-2,"Talabat, Others",1,5,2,Yes,Vegetarian,Yes,"Sustainability, Fresh food, Combo offers",Sometimes,801-1200,601-800,Combo deals,No,NA,3,Yes,Yes,5,4
36,Male,Hyderabad,Homemaker,50001-80000,1-2,"Others, Uber Eats",4,4,4,Yes,No preference,Yes,"Discounts, Fast delivery, Fresh food",Sometimes,<250,400-600,Cashback,Yes,High Cost,3,Yes,No,3,4
29,Male,Pune,Self-employed,50001-80000,1-2,"Others, Swiggy",5,4,1,Yes,No preference,No,"Ethical sourcing, Sustainability, Combo offers",Often,501-800,400-600,Cashback,No,NA,4,Yes,Yes,3,3
36,Male,Bangalore,Retired,50001-80000,<1,Zomato,3,5,3,No,No preference,Yes,"Sustainability, Ethical sourcing, Combo offers",Often,250-500,601-800,Loyalty points,No,NA,3,Yes,Yes,4,4
22,Male,Bangalore,Student,20000-50000,1-2,Talabat,3,4,4,Yes,Vegan,No,"Ethical sourcing, Discounts, Combo offers",Sometimes,250-500,400-600,Combo deals,Yes,Delayed Delivery,5,No,Yes,4,4
27,Male,Pune,Student,20000-50000,3-5,"Others, Talabat, Deliveroo",5,4,2,Yes,Vegetarian,Yes,"Fresh food, Fast delivery, Discounts",Often,250-500,<400,Combo deals,No,NA,2,Yes,Yes,2,4
30,Other,Mumbai,Self-employed,<20000,<1,Zomato,5,3,5,Yes,No preference,Yes,"Fast delivery, Discounts, Combo offers",Sometimes,501-800,<400,Cashback,Yes,Limited Food Choices,1,Maybe,No,4,4
30,Female,Mumbai,Employed - Part Time,50001-80000,<1,Talabat,4,5,4,No,Vegetarian,Yes,"Discounts, Combo offers, Fresh food",Often,>1200,601-800,Free delivery,No,NA,2,Maybe,No,1,4
27,Other,Pune,Student,<20000,>5,"Swiggy, Uber Eats",3,4,3,No,Vegetarian,No,"Discounts, Ethical sourcing, Fast delivery",Rarely,250-500,<400,Free delivery,Yes,Poor Customer Service,5,No,Yes,1,2
33,Male,Hyderabad,Employed - Full Time,20000-50000,<1,"Talabat, Swiggy, Uber Eats",5,5,3,Yes,Other,Yes,"Discounts, Fast delivery, Fresh food",Rarely,250-500,<400,Loyalty points,Yes,Delayed Delivery,5,Maybe,No,2,4
24,Male,Chennai,Self-employed,50001-80000,1-2,"Uber Eats, Others, Zomato",3,5,2,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Sometimes,250-500,>1000,Loyalty points,Yes,High Cost,5,Yes,No,5,3
29,Female,Mumbai,Student,80001-120000,>5,"Others, Swiggy, Talabat",4,5,4,Yes,Keto,No,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,801-1200,>1000,Free delivery,Yes,Other,3,Yes,Yes,3,4
30,Male,Delhi,Homemaker,20000-50000,3-5,Deliveroo,1,5,2,Yes,No preference,Yes,"Combo offers, Discounts, Sustainability",Sometimes,>1200,400-600,Combo deals,Yes,Delayed Delivery,3,No,No,1,5
32,Male,Bangalore,Currently Unemployed,20000-50000,1-2,"Deliveroo, Swiggy",4,5,4,Yes,No preference,Yes,"Fast delivery, Fresh food, Ethical sourcing",Sometimes,501-800,<400,Loyalty points,Yes,Delayed Delivery,4,No,Yes,5,4
33,Female,Pune,Employed - Full Time,50001-80000,3-5,Uber Eats,3,4,4,Yes,No preference,Yes,"Fresh food, Fast delivery, Discounts",Rarely,250-500,601-800,Cashback,No,NA,4,No,Yes,4,4
24,Male,Delhi,Currently Unemployed,50001-80000,<1,Deliveroo,3,5,2,Yes,No preference,Yes,"Fast delivery, Discounts, Ethical sourcing",Sometimes,>1200,601-800,Combo deals,Yes,Poor Food Quality,4,Yes,No,4,5
22,Female,Pune,Currently Unemployed,20000-50000,3-5,"Others, Zomato, Deliveroo",3,4,5,Yes,Vegan,Yes,"Combo offers, Fast delivery, Ethical sourcing",Rarely,<250,<400,Cashback,Yes,Other,3,No,Yes,2,3
36,Female,Kolkata,Student,80001-120000,1-2,"Talabat, Deliveroo, Uber Eats",3,5,1,No,No preference,Yes,"Sustainability, Combo offers, Fresh food",Often,250-500,<400,Loyalty points,No,NA,1,Maybe,No,2,5
31,Male,Bangalore,Employed - Full Time,80001-120000,3-5,"Swiggy, Talabat, Deliveroo",4,4,5,Yes,Vegan,No,"Fresh food, Fast delivery, Ethical sourcing",Often,250-500,601-800,Free delivery,No,NA,1,Yes,Yes,3,2
26,Male,Bangalore,Employed - Full Time,20000-50000,1-2,"Talabat, Others, Uber Eats",5,5,2,Yes,Vegan,Yes,"Fresh food, Sustainability, Discounts",Often,250-500,801-1000,Loyalty points,No,NA,5,Maybe,No,4,5
37,Female,Mumbai,Employed - Part Time,20000-50000,1-2,"Others, Deliveroo, Zomato",5,4,4,Yes,No preference,Yes,"Combo offers, Ethical sourcing, Discounts",Rarely,501-800,601-800,Free delivery,Yes,Limited Food Choices,4,Yes,Yes,3,3
30,Male,Mumbai,Currently Unemployed,50001-80000,1-2,"Others, Talabat, Deliveroo",3,4,3,Yes,Gluten-free,No,"Fast delivery, Combo offers, Fresh food",Sometimes,501-800,<400,Combo deals,No,NA,5,Yes,Yes,3,3
35,Male,Delhi,Employed - Full Time,50001-80000,1-2,Uber Eats,4,5,4,Yes,No preference,Yes,"Fast delivery, Sustainability, Fresh food",Often,<250,400-600,Loyalty points,Yes,Delayed Delivery,3,Yes,Yes,4,4
30,Prefer not to say,Kolkata,Employed - Part Time,<20000,3-5,"Deliveroo, Others",4,5,3,No,No preference,Yes,"Fresh food, Combo offers, Discounts",Often,250-500,400-600,Loyalty points,No,NA,5,Yes,No,2,5
40,Male,Pune,Self-employed,50001-80000,1-2,Deliveroo,3,3,2,Yes,No preference,Yes,"Sustainability, Combo offers, Discounts",Sometimes,250-500,<400,Loyalty points,No,NA,4,No,Yes,4,3
38,Female,Kolkata,Employed - Part Time,50001-80000,1-2,Deliveroo,1,5,4,No,No preference,Yes,"Fresh food, Sustainability, Discounts",Sometimes,250-500,<400,Combo deals,No,NA,2,No,Yes,3,5
28,Prefer not to say,Bangalore,Homemaker,20000-50000,1-2,"Uber Eats, Deliveroo",4,5,3,Yes,Keto,No,"Combo offers, Discounts, Ethical sourcing",Sometimes,250-500,400-600,Cashback,Yes,High Cost,5,No,Yes,1,4
34,Male,Delhi,Retired,50001-80000,1-2,Others,5,5,4,Yes,Vegetarian,Yes,"Discounts, Fresh food, Ethical sourcing",Sometimes,<250,400-600,Cashback,No,NA,4,Yes,Yes,2,3
33,Male,Chennai,Student,80001-120000,3-5,Swiggy,4,5,5,Yes,Vegetarian,Yes,"Discounts, Sustainability, Combo offers",Rarely,501-800,400-600,Free delivery,No,NA,4,Yes,No,4,4
36,Male,Delhi,Self-employed,<20000,3-5,Others,3,4,3,Yes,Keto,Yes,"Ethical sourcing, Discounts, Fresh food",Sometimes,801-1200,601-800,Loyalty points,No,NA,5,Yes,Yes,4,4
25,Male,Hyderabad,Retired,20000-50000,1-2,"Talabat, Uber Eats",4,4,3,Yes,Vegetarian,Yes,"Fast delivery, Combo offers, Fresh food",Often,801-1200,601-800,Cashback,No,NA,4,Maybe,Yes,2,3
33,Male,Delhi,Retired,20000-50000,3-5,"Others, Talabat, Uber Eats",3,5,1,No,No preference,Yes,"Fast delivery, Sustainability, Discounts",Sometimes,>1200,801-1000,Combo deals,No,NA,5,Yes,Yes,2,5
35,Female,Kolkata,Self-employed,80001-120000,3-5,"Others, Uber Eats",4,5,4,No,No preference,Yes,"Sustainability, Ethical sourcing, Combo offers",Sometimes,501-800,601-800,Loyalty points,No,NA,5,Maybe,Yes,1,5
21,Male,Hyderabad,Homemaker,>120000,1-2,"Swiggy, Zomato, Others",4,4,3,No,Other,Yes,"Fast delivery, Sustainability, Fresh food",Sometimes,<250,400-600,Free delivery,No,NA,4,Yes,Yes,5,4
24,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,Zomato,2,4,3,No,No preference,No,"Discounts, Ethical sourcing, Sustainability",Often,801-1200,400-600,Cashback,No,NA,5,Yes,No,4,5
19,Prefer not to say,Hyderabad,Student,50001-80000,3-5,"Uber Eats, Swiggy",5,5,2,No,No preference,Yes,"Fresh food, Combo offers, Sustainability",Sometimes,250-500,400-600,Combo deals,Yes,Poor Customer Service,5,Yes,No,5,2
28,Female,Chennai,Employed - Part Time,50001-80000,1-2,Uber Eats,3,4,3,Yes,Vegetarian,Yes,"Sustainability, Fast delivery, Ethical sourcing",Sometimes,501-800,<400,Combo deals,No,NA,3,Yes,Yes,4,1
33,Female,Delhi,Employed - Full Time,50001-80000,3-5,"Zomato, Swiggy",5,4,5,Yes,Vegan,Yes,"Discounts, Sustainability, Fast delivery",Sometimes,250-500,801-1000,Free delivery,Yes,Other,3,Maybe,Yes,3,5
37,Male,Kolkata,Employed - Part Time,20000-50000,1-2,"Deliveroo, Others, Uber Eats",3,3,3,Yes,Vegetarian,No,"Sustainability, Fast delivery, Discounts",Sometimes,501-800,<400,Cashback,No,NA,2,No,No,2,5
30,Female,Delhi,Self-employed,20000-50000,1-2,Talabat,3,4,4,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Sometimes,250-500,400-600,Loyalty points,Yes,High Cost,4,Maybe,Yes,3,2
38,Female,Chennai,Student,20000-50000,<1,"Uber Eats, Talabat",3,4,4,No,Vegetarian,Yes,"Ethical sourcing, Discounts, Sustainability",Sometimes,<250,400-600,Combo deals,No,NA,5,Maybe,Yes,1,4
23,Male,Bangalore,Employed - Part Time,50001-80000,1-2,Deliveroo,3,5,4,Yes,No preference,No,"Discounts, Combo offers, Ethical sourcing",Sometimes,250-500,400-600,Free delivery,No,NA,4,No,Yes,2,5
21,Male,Mumbai,Student,<20000,>5,"Swiggy, Others",2,4,3,Yes,No preference,No,"Ethical sourcing, Combo offers, Sustainability",Sometimes,<250,601-800,Combo deals,Yes,Other,3,No,Yes,2,2
29,Female,Kolkata,Student,80001-120000,1-2,"Talabat, Deliveroo",4,4,4,No,Vegetarian,Yes,"Fresh food, Discounts, Ethical sourcing",Rarely,>1200,400-600,Combo deals,No,NA,4,No,Yes,4,3
31,Male,Kolkata,Employed - Full Time,20000-50000,1-2,"Others, Talabat, Zomato",4,4,5,Yes,Vegetarian,Yes,"Sustainability, Fresh food, Ethical sourcing",Rarely,250-500,<400,Cashback,No,NA,5,No,No,3,4
29,Male,Delhi,Employed - Full Time,20000-50000,3-5,"Zomato, Uber Eats, Deliveroo",4,4,1,Yes,Keto,Yes,"Discounts, Fast delivery, Combo offers",Rarely,250-500,<400,Cashback,Yes,High Cost,3,Yes,Yes,3,5
19,Male,Mumbai,Self-employed,50001-80000,1-2,Swiggy,1,3,3,No,Keto,No,"Combo offers, Fast delivery, Sustainability",Often,801-1200,801-1000,Loyalty points,No,NA,5,Yes,No,3,5
29,Male,Pune,Homemaker,50001-80000,1-2,Zomato,4,4,2,No,No preference,Yes,"Ethical sourcing, Fast delivery, Fresh food",Rarely,501-800,400-600,Combo deals,No,NA,5,No,Yes,2,5
23,Female,Pune,Retired,<20000,3-5,"Deliveroo, Talabat",2,5,3,Yes,No preference,No,"Combo offers, Fresh food, Sustainability",Rarely,250-500,400-600,Free delivery,Yes,High Cost,1,Yes,Yes,4,3
33,Female,Chennai,Student,20000-50000,3-5,Swiggy,4,2,3,No,No preference,Yes,"Fresh food, Combo offers, Ethical sourcing",Rarely,250-500,400-600,Combo deals,No,NA,3,Yes,Yes,4,4
31,Female,Pune,Homemaker,>120000,<1,"Others, Talabat, Zomato",2,1,4,No,No preference,Yes,"Combo offers, Discounts, Fresh food",Sometimes,250-500,<400,Free delivery,No,NA,4,Maybe,No,2,2
25,Male,Kolkata,Retired,20000-50000,1-2,"Zomato, Others, Uber Eats",5,3,1,No,No preference,Yes,"Sustainability, Combo offers, Ethical sourcing",Rarely,801-1200,400-600,Combo deals,No,NA,5,Yes,Yes,3,5
27,Male,Pune,Retired,20000-50000,1-2,"Zomato, Uber Eats",4,5,3,No,Other,Yes,"Combo offers, Sustainability, Ethical sourcing",Sometimes,501-800,601-800,Free delivery,No,NA,5,No,Yes,3,4
24,Female,Bangalore,Self-employed,80001-120000,1-2,"Deliveroo, Swiggy, Talabat",4,5,4,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Combo offers",Rarely,>1200,601-800,Combo deals,No,NA,4,Yes,No,1,4
29,Male,Bangalore,Retired,<20000,1-2,"Swiggy, Others, Talabat",3,1,3,Yes,No preference,Yes,"Sustainability, Discounts, Fast delivery",Often,<250,601-800,Combo deals,No,NA,4,Maybe,No,2,5
34,Male,Bangalore,Retired,20000-50000,1-2,"Deliveroo, Talabat",2,5,4,Yes,Vegetarian,No,"Discounts, Ethical sourcing, Combo offers",Often,250-500,<400,Loyalty points,No,NA,3,Yes,No,5,1
25,Female,Pune,Student,20000-50000,<1,Deliveroo,3,3,3,Yes,Vegetarian,Yes,"Sustainability, Fast delivery, Discounts",Often,<250,400-600,Cashback,No,NA,5,Maybe,Yes,1,5
32,Male,Chennai,Student,20000-50000,1-2,Others,5,5,5,Yes,Vegetarian,Yes,"Discounts, Combo offers, Fresh food",Sometimes,501-800,<400,Cashback,Yes,Poor Customer Service,3,Maybe,No,3,4
27,Female,Hyderabad,Currently Unemployed,20000-50000,<1,"Talabat, Others, Deliveroo",5,4,3,Yes,No preference,Yes,"Fast delivery, Fresh food, Sustainability",Sometimes,<250,<400,Free delivery,Yes,Poor Food Quality,5,Maybe,Yes,4,3
26,Male,Hyderabad,Homemaker,<20000,1-2,"Zomato, Others, Talabat",1,5,4,Yes,Vegetarian,Yes,"Discounts, Ethical sourcing, Fresh food",Sometimes,<250,400-600,Combo deals,No,NA,3,Yes,No,3,2
29,Male,Mumbai,Employed - Part Time,20000-50000,3-5,"Swiggy, Zomato",4,5,4,Yes,Vegetarian,Yes,"Fresh food, Fast delivery, Combo offers",Rarely,250-500,400-600,Combo deals,No,NA,2,Yes,No,2,5
24,Male,Hyderabad,Employed - Full Time,<20000,3-5,"Talabat, Zomato, Uber Eats",4,4,3,Yes,Other,Yes,"Sustainability, Combo offers, Fresh food",Sometimes,250-500,601-800,Cashback,Yes,High Cost,3,Maybe,No,4,5
27,Other,Hyderabad,Employed - Part Time,50001-80000,1-2,Swiggy,4,5,1,No,No preference,No,"Fresh food, Combo offers, Discounts",Rarely,501-800,601-800,Free delivery,Yes,Other,3,Maybe,No,3,1
24,Female,Bangalore,Homemaker,20000-50000,<1,"Zomato, Deliveroo, Others",2,5,4,Yes,No preference,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,250-500,801-1000,Loyalty points,No,NA,4,Maybe,Yes,4,2
39,Female,Bangalore,Employed - Full Time,20000-50000,<1,"Talabat, Others, Swiggy",3,4,3,Yes,No preference,Yes,"Ethical sourcing, Combo offers, Sustainability",Rarely,250-500,601-800,Loyalty points,Yes,Other,3,No,No,4,5
30,Female,Pune,Employed - Part Time,80001-120000,1-2,"Others, Deliveroo, Talabat",3,3,5,Yes,Other,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,250-500,<400,Loyalty points,Yes,High Cost,5,Yes,Yes,4,2
26,Male,Mumbai,Currently Unemployed,50001-80000,<1,Deliveroo,5,3,5,Yes,No preference,Yes,"Fast delivery, Combo offers, Ethical sourcing",Sometimes,801-1200,400-600,Combo deals,Yes,Poor Customer Service,4,Yes,No,5,4
31,Female,Delhi,Employed - Full Time,<20000,1-2,"Others, Talabat",4,5,3,No,Vegetarian,Yes,"Sustainability, Combo offers, Fresh food",Sometimes,250-500,400-600,Free delivery,No,NA,4,Maybe,No,4,4
29,Male,Kolkata,Student,80001-120000,<1,"Deliveroo, Zomato",4,5,3,Yes,No preference,No,"Sustainability, Discounts, Combo offers",Often,250-500,400-600,Cashback,No,NA,4,Maybe,Yes,4,5
28,Female,Mumbai,Employed - Part Time,20000-50000,3-5,"Talabat, Deliveroo, Uber Eats",5,4,3,Yes,No preference,No,"Combo offers, Fast delivery, Ethical sourcing",Sometimes,250-500,<400,Combo deals,Yes,Poor Food Quality,4,Yes,Yes,4,4
33,Male,Mumbai,Employed - Full Time,<20000,1-2,"Deliveroo, Others",4,5,3,Yes,Keto,Yes,"Combo offers, Discounts, Fast delivery",Sometimes,<250,<400,Combo deals,Yes,Poor Customer Service,1,Yes,No,5,4
33,Female,Chennai,Currently Unemployed,50001-80000,<1,"Uber Eats, Deliveroo",5,5,4,Yes,Keto,Yes,"Discounts, Combo offers, Ethical sourcing",Sometimes,801-1200,400-600,Loyalty points,No,NA,5,No,Yes,5,5
27,Male,Pune,Retired,50001-80000,3-5,"Deliveroo, Others",4,5,4,Yes,Keto,No,"Sustainability, Combo offers, Fresh food",Rarely,<250,601-800,Free delivery,No,NA,4,No,Yes,4,3
27,Male,Chennai,Employed - Full Time,20000-50000,1-2,"Swiggy, Others",2,5,3,Yes,No preference,Yes,"Ethical sourcing, Discounts, Fresh food",Sometimes,801-1200,601-800,Free delivery,No,NA,1,Yes,Yes,2,3
28,Female,Mumbai,Employed - Full Time,20000-50000,<1,Swiggy,5,5,1,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Ethical sourcing",Often,250-500,400-600,Loyalty points,Yes,Delayed Delivery,4,Yes,Yes,4,2
18,Male,Mumbai,Currently Unemployed,50001-80000,1-2,"Zomato, Deliveroo, Talabat",4,4,3,No,Other,Yes,"Combo offers, Fresh food, Fast delivery",Often,801-1200,400-600,Loyalty points,No,NA,4,Yes,Yes,1,5
22,Male,Mumbai,Retired,20000-50000,1-2,"Talabat, Swiggy, Zomato",3,4,3,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Sometimes,501-800,400-600,Loyalty points,No,NA,1,Yes,Yes,3,4
36,Male,Hyderabad,Employed - Part Time,80001-120000,3-5,"Talabat, Zomato, Swiggy",3,5,4,Yes,No preference,No,"Fresh food, Sustainability, Ethical sourcing",Rarely,250-500,601-800,Combo deals,Yes,High Cost,5,Maybe,Yes,2,1
38,Male,Kolkata,Self-employed,20000-50000,<1,Swiggy,2,4,1,Yes,No preference,Yes,"Fast delivery, Combo offers, Discounts",Rarely,501-800,<400,Combo deals,No,NA,1,Maybe,No,5,4
28,Female,Kolkata,Employed - Part Time,80001-120000,1-2,Deliveroo,4,5,4,Yes,Vegetarian,Yes,"Sustainability, Fast delivery, Discounts",Sometimes,250-500,601-800,Combo deals,Yes,High Cost,4,Maybe,Yes,3,4
32,Female,Chennai,Retired,50001-80000,1-2,"Uber Eats, Swiggy, Others",5,3,4,Yes,Vegan,Yes,"Sustainability, Ethical sourcing, Discounts",Often,250-500,400-600,Cashback,Yes,Limited Food Choices,5,Maybe,Yes,4,5
31,Female,Mumbai,Homemaker,80001-120000,<1,"Deliveroo, Talabat, Swiggy",5,3,4,Yes,Vegetarian,No,"Sustainability, Ethical sourcing, Fresh food",Sometimes,250-500,<400,Cashback,Yes,Limited Food Choices,3,Yes,Yes,3,3
45,Female,Kolkata,Currently Unemployed,50001-80000,3-5,Talabat,5,5,3,No,No preference,Yes,"Ethical sourcing, Fast delivery, Fresh food",Often,250-500,<400,Free delivery,No,NA,3,Maybe,Yes,2,4
